imposed_cv,imposed_T,seed,realized_interval,cell_S,n_intervals,n_divisions
0.0,3200,3,-1.0,0.9124,0,0
0.0,3200,11,3200.0,0.9124,5,6
0.0,3200,11,3200.0,0.9124,4,5
0.0,3200,11,3200.0,0.9124,3,4
0.0,3200,11,3200.0,0.9124,3,4
0.0,3200,11,3200.0,0.9124,2,3
0.0,3200,11,3200.0,0.9124,2,3
0.0,3200,11,3200.0,0.9124,2,3
0.0,3200,11,3200.0,0.9124,2,3
0.0,3200,11,3200.0,0.9124,1,2
0.0,3200,11,3200.0,0.9124,1,2
0.0,3200,11,3200.0,0.9124,1,2
0.0,3200,11,3200.0,0.9124,1,2
0.0,3200,11,3200.0,0.9124,1,2
0.0,3200,11,3200.0,0.9124,1,2
0.0,3200,11,3200.0,0.9124,1,2
0.0,3200,11,3200.0,0.9124,1,2
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,11,-1.0,0.9124,0,0
0.0,3200,14,3200.0,0.9124,5,6
0.0,3200,14,3200.0,0.9124,5,6
0.0,3200,14,3200.0,0.9124,5,6
0.0,3200,14,3200.0,0.9124,4,5
0.0,3200,14,3200.0,0.9124,4,5
0.0,3200,14,3200.0,0.9124,4,5
0.0,3200,14,3200.0,0.9124,3,4
0.0,3200,14,3200.0,0.9124,3,4
0.0,3200,14,3200.0,0.9124,3,4
0.0,3200,14,3200.0,0.9124,3,4
